cod_ibge_7,uf,regiao,cod_uf,cod_municipio,nome_municipio,nome_municipio_norm,populacao_estimada_int,porte_municipio,observacao
3170602,MG,Sudeste,31,70602,Vargem Bonita,vargem bonita,2207,muito_pequeno_ate_10k,
3170651,MG,Sudeste,31,70651,Vargem Grande do Rio Pardo,vargem grande do rio pardo,4724,muito_pequeno_ate_10k,
3170701,MG,Sudeste,31,70701,Varginha,varginha,143676,grande_acima_100k,
3170750,MG,Sudeste,31,70750,Varjão de Minas,varjao de minas,7305,muito_pequeno_ate_10k,
3170800,MG,Sudeste,31,70800,Várzea da Palma,varzea da palma,34555,pequeno_10k_50k,
3170909,MG,Sudeste,31,70909,Varzelândia,varzelandia,19210,pequeno_10k_50k,
3171006,MG,Sudeste,31,71006,Vazante,vazante,20459,pequeno_10k_50k,
3171030,MG,Sudeste,31,71030,Verdelândia,verdelandia,7737,muito_pequeno_ate_10k,
3171071,MG,Sudeste,31,71071,Veredinha,veredinha,5240,muito_pequeno_ate_10k,
3171105,MG,Sudeste,31,71105,Veríssimo,verissimo,3478,muito_pequeno_ate_10k,
3171154,MG,Sudeste,31,71154,Vermelho Novo,vermelho novo,5048,muito_pequeno_ate_10k,
3171204,MG,Sudeste,31,71204,Vespasiano,vespasiano,138583,grande_acima_100k,
3171303,MG,Sudeste,31,71303,Viçosa,vicosa,79517,medio_50k_100k,
3171402,MG,Sudeste,31,71402,Vieiras,vieiras,3781,muito_pequeno_ate_10k,
3171501,MG,Sudeste,31,71501,Mathias Lobato,mathias lobato,3053,muito_pequeno_ate_10k,
3171600,MG,Sudeste,31,71600,Virgem da Lapa,virgem da lapa,11774,pequeno_10k_50k,
3171709,MG,Sudeste,31,71709,Virgínia,virginia,9164,muito_pequeno_ate_10k,
3171808,MG,Sudeste,31,71808,Virginópolis,virginopolis,10511,pequeno_10k_50k,
3171907,MG,Sudeste,31,71907,Virgolândia,virgolandia,4471,muito_pequeno_ate_10k,
3172004,MG,Sudeste,31,72004,Visconde do Rio Branco,visconde do rio branco,40711,pequeno_10k_50k,
3172103,MG,Sudeste,31,72103,Volta Grande,volta grande,4441,muito_pequeno_ate_10k,
3172202,MG,Sudeste,31,72202,Wenceslau Braz,wenceslau braz,2377,muito_pequeno_ate_10k,
3200102,ES,Sudeste,32,00102,Afonso Cláudio,afonso claudio,32456,pequeno_10k_50k,
3200136,ES,Sudeste,32,00136,Águia Branca,aguia branca,10143,pequeno_10k_50k,
3200169,ES,Sudeste,32,00169,Água Doce do Norte,agua doce do norte,12585,pequeno_10k_50k,
3200201,ES,Sudeste,32,00201,Alegre,alegre,30702,pequeno_10k_50k,
3200300,ES,Sudeste,32,00300,Alfredo Chaves,alfredo chaves,14376,pequeno_10k_50k,
3200359,ES,Sudeste,32,00359,Alto Rio Novo,alto rio novo,7760,muito_pequeno_ate_10k,
3200409,ES,Sudeste,32,00409,Anchieta,anchieta,33017,pequeno_10k_50k,
3200508,ES,Sudeste,32,00508,Apiacá,apiaca,7462,muito_pequeno_ate_10k,
3200607,ES,Sudeste,32,00607,Aracruz,aracruz,103363,grande_acima_100k,
3200706,ES,Sudeste,32,00706,Atílio Vivácqua,atilio vivacqua,11046,pequeno_10k_50k,
3200805,ES,Sudeste,32,00805,Baixo Guandu,baixo guandu,32829,pequeno_10k_50k,
3200904,ES,Sudeste,32,00904,Barra de São Francisco,barra de sao francisco,45415,pequeno_10k_50k,
3201001,ES,Sudeste,32,01001,Boa Esperança,boa esperanca,14054,pequeno_10k_50k,
3201100,ES,Sudeste,32,01100,Bom Jesus do Norte,bom jesus do norte,10820,pequeno_10k_50k,
3201159,ES,Sudeste,32,01159,Brejetuba,brejetuba,13718,pequeno_10k_50k,
3201209,ES,Sudeste,32,01209,Cachoeiro de Itapemirim,cachoeiro de itapemirim,198342,grande_acima_100k,
3201308,ES,Sudeste,32,01308,Cariacica,cariacica,376200,grande_acima_100k,
3201407,ES,Sudeste,32,01407,Castelo,castelo,39575,pequeno_10k_50k,
3201506,ES,Sudeste,32,01506,Colatina,colatina,129301,grande_acima_100k,
3201605,ES,Sudeste,32,01605,Conceição da Barra,conceicao da barra,28923,pequeno_10k_50k,
3201704,ES,Sudeste,32,01704,Conceição do Castelo,conceicao do castelo,12472,pequeno_10k_50k,
3201803,ES,Sudeste,32,01803,Divino de São Lourenço,divino de sao lourenco,5397,muito_pequeno_ate_10k,
3201902,ES,Sudeste,32,01902,Domingos Martins,domingos martins,38236,pequeno_10k_50k,
3202009,ES,Sudeste,32,02009,Dores do Rio Preto,dores do rio preto,6902,muito_pequeno_ate_10k,
3202108,ES,Sudeste,32,02108,Ecoporanga,ecoporanga,22611,pequeno_10k_50k,
3202207,ES,Sudeste,32,02207,Fundão,fundao,18898,pequeno_10k_50k,
3202256,ES,Sudeste,32,02256,Governador Lindenberg,governador lindenberg,11484,pequeno_10k_50k,
3202306,ES,Sudeste,32,02306,Guaçuí,guacui,31418,pequeno_10k_50k,
3202405,ES,Sudeste,32,02405,Guarapari,guarapari,136311,grande_acima_100k,
3202454,ES,Sudeste,32,02454,Ibatiba,ibatiba,27543,pequeno_10k_50k,
3202504,ES,Sudeste,32,02504,Ibiraçu,ibiracu,12304,pequeno_10k_50k,
3202553,ES,Sudeste,32,02553,Ibitirama,ibitirama,10015,pequeno_10k_50k,
3202603,ES,Sudeste,32,02603,Iconha,iconha,12790,pequeno_10k_50k,
3202652,ES,Sudeste,32,02652,Irupi,irupi,14647,pequeno_10k_50k,
3202702,ES,Sudeste,32,02702,Itaguaçu,itaguacu,14042,pequeno_10k_50k,
3202801,ES,Sudeste,32,02801,Itapemirim,itapemirim,44020,pequeno_10k_50k,
3202900,ES,Sudeste,32,02900,Itarana,itarana,10975,pequeno_10k_50k,
3203007,ES,Sudeste,32,03007,Iúna,iuna,30556,pequeno_10k_50k,
3203056,ES,Sudeste,32,03056,Jaguaré,jaguare,31551,pequeno_10k_50k,
3203106,ES,Sudeste,32,03106,Jerônimo Monteiro,jeronimo monteiro,12108,pequeno_10k_50k,
3203130,ES,Sudeste,32,03130,João Neiva,joao neiva,14295,pequeno_10k_50k,
3203163,ES,Sudeste,32,03163,Laranja da Terra,laranja da terra,11597,pequeno_10k_50k,
3203205,ES,Sudeste,32,03205,Linhares,linhares,183797,grande_acima_100k,
3203304,ES,Sudeste,32,03304,Mantenópolis,mantenopolis,13131,pequeno_10k_50k,
3203320,ES,Sudeste,32,03320,Marataízes,marataizes,45953,pequeno_10k_50k,
3203346,ES,Sudeste,32,03346,Marechal Floriano,marechal floriano,18964,pequeno_10k_50k,
3203353,ES,Sudeste,32,03353,Marilândia,marilandia,13087,pequeno_10k_50k,
3203403,ES,Sudeste,32,03403,Mimoso do Sul,mimoso do sul,25088,pequeno_10k_50k,
3203502,ES,Sudeste,32,03502,Montanha,montanha,19830,pequeno_10k_50k,
3203601,ES,Sudeste,32,03601,Mucurici,mucurici,5653,muito_pequeno_ate_10k,
3203700,ES,Sudeste,32,03700,Muniz Freire,muniz freire,18809,pequeno_10k_50k,
3203809,ES,Sudeste,32,03809,Muqui,muqui,14185,pequeno_10k_50k,
3203908,ES,Sudeste,32,03908,Nova Venécia,nova venecia,52324,medio_50k_100k,
3204005,ES,Sudeste,32,04005,Pancas,pancas,19120,pequeno_10k_50k,
3204054,ES,Sudeste,32,04054,Pedro Canário,pedro canario,21923,pequeno_10k_50k,
3204104,ES,Sudeste,32,04104,Pinheiros,pinheiros,24843,pequeno_10k_50k,
3204203,ES,Sudeste,32,04203,Piúma,piuma,23912,pequeno_10k_50k,
3204252,ES,Sudeste,32,04252,Ponto Belo,ponto belo,6671,muito_pequeno_ate_10k,
3204302,ES,Sudeste,32,04302,Presidente Kennedy,presidente kennedy,14852,pequeno_10k_50k,
3204351,ES,Sudeste,32,04351,Rio Bananal,rio bananal,20350,pequeno_10k_50k,
3204401,ES,Sudeste,32,04401,Rio Novo do Sul,rio novo do sul,11471,pequeno_10k_50k,
3204500,ES,Sudeste,32,04500,Santa Leopoldina,santa leopoldina,13813,pequeno_10k_50k,
3204559,ES,Sudeste,32,04559,Santa Maria de Jetibá,santa maria de jetiba,45575,pequeno_10k_50k,
3204609,ES,Sudeste,32,04609,Santa Teresa,santa teresa,23872,pequeno_10k_50k,
3204658,ES,Sudeste,32,04658,São Domingos do Norte,sao domingos do norte,9051,muito_pequeno_ate_10k,
3204708,ES,Sudeste,32,04708,São Gabriel da Palha,sao gabriel da palha,34272,pequeno_10k_50k,
3204807,ES,Sudeste,32,04807,São José do Calçado,sao jose do calcado,11411,pequeno_10k_50k,
3204906,ES,Sudeste,32,04906,São Mateus,sao mateus,134423,grande_acima_100k,
3204955,ES,Sudeste,32,04955,São Roque do Canaã,sao roque do canaa,11256,pequeno_10k_50k,
3205002,ES,Sudeste,32,05002,Serra,serra,579720,grande_acima_100k,
3205010,ES,Sudeste,32,05010,Sooretama,sooretama,28668,pequeno_10k_50k,
3205036,ES,Sudeste,32,05036,Vargem Alta,vargem alta,20390,pequeno_10k_50k,
3205069,ES,Sudeste,32,05069,Venda Nova do Imigrante,venda nova do imigrante,25395,pequeno_10k_50k,
3205101,ES,Sudeste,32,05101,Viana,viana,79043,medio_50k_100k,
3205150,ES,Sudeste,32,05150,Vila Pavão,vila pavao,9319,muito_pequeno_ate_10k,
3205176,ES,Sudeste,32,05176,Vila Valério,vila valerio,14267,pequeno_10k_50k,
3205200,ES,Sudeste,32,05200,Vila Velha,vila velha,506779,grande_acima_100k,
3205309,ES,Sudeste,32,05309,Vitória,vitoria,343378,grande_acima_100k,
3300100,RJ,Sudeste,33,00100,Angra dos Reis,angra dos reis,179142,grande_acima_100k,
3300159,RJ,Sudeste,33,00159,Aperibé,aperibe,11426,pequeno_10k_50k,
3300209,RJ,Sudeste,33,00209,Araruama,araruama,137906,grande_acima_100k,
3300225,RJ,Sudeste,33,00225,Areal,areal,12239,pequeno_10k_50k,
3300233,RJ,Sudeste,33,00233,Armação dos Búzios,armacao dos buzios,42527,pequeno_10k_50k,
3300258,RJ,Sudeste,33,00258,Arraial do Cabo,arraial do cabo,32822,pequeno_10k_50k,
3300308,RJ,Sudeste,33,00308,Barra do Piraí,barra do pirai,98506,medio_50k_100k,
3300407,RJ,Sudeste,33,00407,Barra Mansa,barra mansa,181679,grande_acima_100k,
3300456,RJ,Sudeste,33,00456,Belford Roxo,belford roxo,518384,grande_acima_100k,
3300506,RJ,Sudeste,33,00506,Bom Jardim,bom jardim,29758,pequeno_10k_50k,
3300605,RJ,Sudeste,33,00605,Bom Jesus do Itabapoana,bom jesus do itabapoana,37176,pequeno_10k_50k,
3300704,RJ,Sudeste,33,00704,Cabo Frio,cabo frio,238438,grande_acima_100k,
3300803,RJ,Sudeste,33,00803,Cachoeiras de Macacu,cachoeiras de macacu,59861,medio_50k_100k,
3300902,RJ,Sudeste,33,00902,Cambuci,cambuci,15069,pequeno_10k_50k,
3300936,RJ,Sudeste,33,00936,Carapebus,carapebus,14329,pequeno_10k_50k,
3300951,RJ,Sudeste,33,00951,Comendador Levy Gasparian,comendador levy gasparian,9048,muito_pequeno_ate_10k,
3301009,RJ,Sudeste,33,01009,Campos dos Goytacazes,campos dos goytacazes,519259,grande_acima_100k,
3301108,RJ,Sudeste,33,01108,Cantagalo,cantagalo,19995,pequeno_10k_50k,
3301157,RJ,Sudeste,33,01157,Cardoso Moreira,cardoso moreira,13407,pequeno_10k_50k,
3301207,RJ,Sudeste,33,01207,Carmo,carmo,17741,pequeno_10k_50k,
3301306,RJ,Sudeste,33,01306,Casimiro de Abreu,casimiro de abreu,48636,pequeno_10k_50k,
3301405,RJ,Sudeste,33,01405,Conceição de Macabu,conceicao de macabu,21770,pequeno_10k_50k,
3301504,RJ,Sudeste,33,01504,Cordeiro,cordeiro,21448,pequeno_10k_50k,
3301603,RJ,Sudeste,33,01603,Duas Barras,duas barras,11355,pequeno_10k_50k,
3301702,RJ,Sudeste,33,01702,Duque de Caxias,duque de caxias,866225,grande_acima_100k,
3301801,RJ,Sudeste,33,01801,Engenheiro Paulo de Frontin,engenheiro paulo de frontin,12644,pequeno_10k_50k,
3301850,RJ,Sudeste,33,01850,Guapimirim,guapimirim,54311,medio_50k_100k,
3301876,RJ,Sudeste,33,01876,Iguaba Grande,iguaba grande,29616,pequeno_10k_50k,
3301900,RJ,Sudeste,33,01900,Itaboraí,itaborai,240127,grande_acima_100k,
3302007,RJ,Sudeste,33,02007,Itaguaí,itaguai,124021,grande_acima_100k,
3302056,RJ,Sudeste,33,02056,Italva,italva,14518,pequeno_10k_50k,
3302106,RJ,Sudeste,33,02106,Itaocara,itaocara,23645,pequeno_10k_50k,
3302205,RJ,Sudeste,33,02205,Itaperuna,itaperuna,107297,grande_acima_100k,
3302254,RJ,Sudeste,33,02254,Itatiaia,itatiaia,32713,pequeno_10k_50k,
3302270,RJ,Sudeste,33,02270,Japeri,japeri,102171,grande_acima_100k,
3302304,RJ,Sudeste,33,02304,Laje do Muriaé,laje do muriae,7584,muito_pequeno_ate_10k,
3302403,RJ,Sudeste,33,02403,Macaé,macae,264439,grande_acima_100k,
3302452,RJ,Sudeste,33,02452,Macuco,macuco,5602,muito_pequeno_ate_10k,
3302502,RJ,Sudeste,33,02502,Magé,mage,244142,grande_acima_100k,
3302601,RJ,Sudeste,33,02601,Mangaratiba,mangaratiba,43660,pequeno_10k_50k,
3302700,RJ,Sudeste,33,02700,Maricá,marica,212470,grande_acima_100k,
3302809,RJ,Sudeste,33,02809,Mendes,mendes,18048,pequeno_10k_50k,
3302858,RJ,Sudeste,33,02858,Mesquita,mesquita,178830,grande_acima_100k,
3302908,RJ,Sudeste,33,02908,Miguel Pereira,miguel pereira,28142,pequeno_10k_50k,
3303005,RJ,Sudeste,33,03005,Miracema,miracema,28416,pequeno_10k_50k,
3303104,RJ,Sudeste,33,03104,Natividade,natividade,15551,pequeno_10k_50k,
3303203,RJ,Sudeste,33,03203,Nilópolis,nilopolis,155500,grande_acima_100k,
3303302,RJ,Sudeste,33,03302,Niterói,niteroi,516787,grande_acima_100k,
3303401,RJ,Sudeste,33,03401,Nova Friburgo,nova friburgo,203417,grande_acima_100k,
3303500,RJ,Sudeste,33,03500,Nova Iguaçu,nova iguacu,843220,grande_acima_100k,
3303609,RJ,Sudeste,33,03609,Paracambi,paracambi,43627,pequeno_10k_50k,
3303708,RJ,Sudeste,33,03708,Paraíba do Sul,paraiba do sul,44479,pequeno_10k_50k,
3303807,RJ,Sudeste,33,03807,Paraty,paraty,47668,pequeno_10k_50k,
3303856,RJ,Sudeste,33,03856,Paty do Alferes,paty do alferes,31370,pequeno_10k_50k,
3303906,RJ,Sudeste,33,03906,Petrópolis,petropolis,294926,grande_acima_100k,
3303955,RJ,Sudeste,33,03955,Pinheiral,pinheiral,25096,pequeno_10k_50k,
3304003,RJ,Sudeste,33,04003,Piraí,pirai,29066,pequeno_10k_50k,
3304102,RJ,Sudeste,33,04102,Porciúncula,porciuncula,17832,pequeno_10k_50k,
3304110,RJ,Sudeste,33,04110,Porto Real,porto real,21089,pequeno_10k_50k,
3304128,RJ,Sudeste,33,04128,Quatis,quatis,14165,pequeno_10k_50k,
3304144,RJ,Sudeste,33,04144,Queimados,queimados,149135,grande_acima_100k,
3304151,RJ,Sudeste,33,04151,Quissamã,quissama,23142,pequeno_10k_50k,
3304201,RJ,Sudeste,33,04201,Resende,resende,137697,grande_acima_100k,
3304300,RJ,Sudeste,33,04300,Rio Bonito,rio bonito,59126,medio_50k_100k,
3304409,RJ,Sudeste,33,04409,Rio Claro,rio claro,17951,pequeno_10k_50k,
3304508,RJ,Sudeste,33,04508,Rio das Flores,rio das flores,9267,muito_pequeno_ate_10k,
3304524,RJ,Sudeste,33,04524,Rio das Ostras,rio das ostras,168455,grande_acima_100k,
3304557,RJ,Sudeste,33,04557,Rio de Janeiro,rio de janeiro,6730729,grande_acima_100k,
3304607,RJ,Sudeste,33,04607,Santa Maria Madalena,santa maria madalena,10580,pequeno_10k_50k,
3304706,RJ,Sudeste,33,04706,Santo Antônio de Pádua,santo antonio de padua,43697,pequeno_10k_50k,
3304755,RJ,Sudeste,33,04755,São Francisco de Itabapoana,sao francisco de itabapoana,47397,pequeno_10k_50k,
3304805,RJ,Sudeste,33,04805,São Fidélis,sao fidelis,41212,pequeno_10k_50k,
3304904,RJ,Sudeste,33,04904,São Gonçalo,sao goncalo,960196,grande_acima_100k,
3305000,RJ,Sudeste,33,05000,São João da Barra,sao joao da barra,38740,pequeno_10k_50k,
3305109,RJ,Sudeste,33,05109,São João de Meriti,sao joao de meriti,466503,grande_acima_100k,
3305133,RJ,Sudeste,33,05133,São José de Ubá,sao jose de uba,7318,muito_pequeno_ate_10k,
3305158,RJ,Sudeste,33,05158,São José do Vale do Rio Preto,sao jose do vale do rio preto,22813,pequeno_10k_50k,
3305208,RJ,Sudeste,33,05208,São Pedro da Aldeia,sao pedro da aldeia,110677,grande_acima_100k,
3305307,RJ,Sudeste,33,05307,São Sebastião do Alto,sao sebastiao do alto,7993,muito_pequeno_ate_10k,
3305406,RJ,Sudeste,33,05406,Sapucaia,sapucaia,18291,pequeno_10k_50k,
3305505,RJ,Sudeste,33,05505,Saquarema,saquarema,95315,medio_50k_100k,
3305554,RJ,Sudeste,33,05554,Seropédica,seropedica,84794,medio_50k_100k,
3305604,RJ,Sudeste,33,05604,Silva Jardim,silva jardim,22028,pequeno_10k_50k,
3305703,RJ,Sudeste,33,05703,Sumidouro,sumidouro,15693,pequeno_10k_50k,
3305752,RJ,Sudeste,33,05752,Tanguá,tangua,32865,pequeno_10k_50k,
3305802,RJ,Sudeste,33,05802,Teresópolis,teresopolis,176735,grande_acima_100k,
3305901,RJ,Sudeste,33,05901,Trajano de Moraes,trajano de moraes,10654,pequeno_10k_50k,
3306008,RJ,Sudeste,33,06008,Três Rios,tres rios,82319,medio_50k_100k,
3306107,RJ,Sudeste,33,06107,Valença,valenca,71449,medio_50k_100k,
3306156,RJ,Sudeste,33,06156,Varre-Sai,varre-sai,10563,pequeno_10k_50k,
3306206,RJ,Sudeste,33,06206,Vassouras,vassouras,35907,pequeno_10k_50k,
3306305,RJ,Sudeste,33,06305,Volta Redonda,volta redonda,279971,grande_acima_100k,
3500105,SP,Sudeste,35,00105,Adamantina,adamantina,35673,pequeno_10k_50k,
3500204,SP,Sudeste,35,00204,Adolfo,adolfo,4505,muito_pequeno_ate_10k,
3500303,SP,Sudeste,35,00303,Aguaí,aguai,32886,pequeno_10k_50k,
3500402,SP,Sudeste,35,00402,Águas da Prata,aguas da prata,7463,muito_pequeno_ate_10k,
3500501,SP,Sudeste,35,00501,Águas de Lindóia,aguas de lindoia,18257,pequeno_10k_50k,
3500550,SP,Sudeste,35,00550,Águas de Santa Bárbara,aguas de santa barbara,7460,muito_pequeno_ate_10k,
3500600,SP,Sudeste,35,00600,Águas de São Pedro,aguas de sao pedro,2928,muito_pequeno_ate_10k,
3500709,SP,Sudeste,35,00709,Agudos,agudos,38988,pequeno_10k_50k,
3500758,SP,Sudeste,35,00758,Alambari,alambari,6373,muito_pequeno_ate_10k,
3500808,SP,Sudeste,35,00808,Alfredo Marcondes,alfredo marcondes,4574,muito_pequeno_ate_10k,
3500907,SP,Sudeste,35,00907,Altair,altair,3467,muito_pequeno_ate_10k,
3501004,SP,Sudeste,35,01004,Altinópolis,altinopolis,17197,pequeno_10k_50k,
3501103,SP,Sudeste,35,01103,Alto Alegre,alto alegre,3874,muito_pequeno_ate_10k,
3501152,SP,Sudeste,35,01152,Alumínio,aluminio,17607,pequeno_10k_50k,
3501202,SP,Sudeste,35,01202,Álvares Florence,alvares florence,3979,muito_pequeno_ate_10k,
3501301,SP,Sudeste,35,01301,Álvares Machado,alvares machado,28386,pequeno_10k_50k,
3501400,SP,Sudeste,35,01400,Álvaro de Carvalho,alvaro de carvalho,4901,muito_pequeno_ate_10k,
3501509,SP,Sudeste,35,01509,Alvinlândia,alvinlandia,2919,muito_pequeno_ate_10k,
3501608,SP,Sudeste,35,01608,Americana,americana,247571,grande_acima_100k,
3501707,SP,Sudeste,35,01707,Américo Brasiliense,americo brasiliense,33708,pequeno_10k_50k,
3501806,SP,Sudeste,35,01806,Américo de Campos,americo de campos,5981,muito_pequeno_ate_10k,
3501905,SP,Sudeste,35,01905,Amparo,amparo,69792,medio_50k_100k,
3502002,SP,Sudeste,35,02002,Analândia,analandia,4694,muito_pequeno_ate_10k,
3502101,SP,Sudeste,35,02101,Andradina,andradina,61625,medio_50k_100k,
3502200,SP,Sudeste,35,02200,Angatuba,angatuba,24573,pequeno_10k_50k,
3502309,SP,Sudeste,35,02309,Anhembi,anhembi,5766,muito_pequeno_ate_10k,
3502408,SP,Sudeste,35,02408,Anhumas,anhumas,4118,muito_pequeno_ate_10k,
3502507,SP,Sudeste,35,02507,Aparecida,aparecida,33141,pequeno_10k_50k,
3502606,SP,Sudeste,35,02606,Aparecida d'Oeste,aparecida d'oeste,4112,muito_pequeno_ate_10k,
3502705,SP,Sudeste,35,02705,Apiaí,apiai,24857,pequeno_10k_50k,
3502754,SP,Sudeste,35,02754,Araçariguama,aracariguama,22314,pequeno_10k_50k,
3502804,SP,Sudeste,35,02804,Araçatuba,aracatuba,208415,grande_acima_100k,
3502903,SP,Sudeste,35,02903,Araçoiaba da Serra,aracoiaba da serra,33832,pequeno_10k_50k,
3503000,SP,Sudeste,35,03000,Aramina,aramina,5535,muito_pequeno_ate_10k,
3503109,SP,Sudeste,35,03109,Arandu,arandu,7076,muito_pequeno_ate_10k,
3503158,SP,Sudeste,35,03158,Arapeí,arapei,2355,muito_pequeno_ate_10k,
3503208,SP,Sudeste,35,03208,Araraquara,araraquara,253474,grande_acima_100k,
3503307,SP,Sudeste,35,03307,Araras,araras,135744,grande_acima_100k,
3503356,SP,Sudeste,35,03356,Arco-Íris,arco-iris,2089,muito_pequeno_ate_10k,
3503406,SP,Sudeste,35,03406,Arealva,arealva,8290,muito_pequeno_ate_10k,
3503505,SP,Sudeste,35,03505,Areias,areias,3617,muito_pequeno_ate_10k,
3503604,SP,Sudeste,35,03604,Areiópolis,areiopolis,10242,pequeno_10k_50k,
3503703,SP,Sudeste,35,03703,Ariranha,ariranha,7621,muito_pequeno_ate_10k,
3503802,SP,Sudeste,35,03802,Artur Nogueira,artur nogueira,53467,medio_50k_100k,
3503901,SP,Sudeste,35,03901,Arujá,aruja,90273,medio_50k_100k,
3503950,SP,Sudeste,35,03950,Aspásia,aspasia,1875,muito_pequeno_ate_10k,
3504008,SP,Sudeste,35,04008,Assis,assis,104858,grande_acima_100k,
3504107,SP,Sudeste,35,04107,Atibaia,atibaia,167161,grande_acima_100k,
3504206,SP,Sudeste,35,04206,Auriflama,auriflama,13856,pequeno_10k_50k,
3504305,SP,Sudeste,35,04305,Avaí,avai,4503,muito_pequeno_ate_10k,
3504404,SP,Sudeste,35,04404,Avanhandava,avanhandava,11436,pequeno_10k_50k,
3504503,SP,Sudeste,35,04503,Avaré,avare,96450,medio_50k_100k,
3504602,SP,Sudeste,35,04602,Bady Bassitt,bady bassitt,29346,pequeno_10k_50k,
3504701,SP,Sudeste,35,04701,Balbinos,balbinos,3969,muito_pequeno_ate_10k,
3504800,SP,Sudeste,35,04800,Bálsamo,balsamo,9902,muito_pequeno_ate_10k,
3504909,SP,Sudeste,35,04909,Bananal,bananal,10097,pequeno_10k_50k,
3505005,SP,Sudeste,35,05005,Barão de Antonina,barao de antonina,3632,muito_pequeno_ate_10k,
3505104,SP,Sudeste,35,05104,Barbosa,barbosa,5627,muito_pequeno_ate_10k,
3505203,SP,Sudeste,35,05203,Bariri,bariri,32406,pequeno_10k_50k,
3505302,SP,Sudeste,35,05302,Barra Bonita,barra bonita,35129,pequeno_10k_50k,
3505351,SP,Sudeste,35,05351,Barra do Chapéu,barra do chapeu,5254,muito_pequeno_ate_10k,
3505401,SP,Sudeste,35,05401,Barra do Turvo,barra do turvo,6894,muito_pequeno_ate_10k,
3505500,SP,Sudeste,35,05500,Barretos,barretos,126957,grande_acima_100k,
3505609,SP,Sudeste,35,05609,Barrinha,barrinha,33304,pequeno_10k_50k,
3505708,SP,Sudeste,35,05708,Barueri,barueri,333737,grande_acima_100k,
3505807,SP,Sudeste,35,05807,Bastos,bastos,21936,pequeno_10k_50k,
3505906,SP,Sudeste,35,05906,Batatais,batatais,59939,medio_50k_100k,
3506003,SP,Sudeste,35,06003,Bauru,bauru,392947,grande_acima_100k,
3506102,SP,Sudeste,35,06102,Bebedouro,bebedouro,78257,medio_50k_100k,
3506201,SP,Sudeste,35,06201,Bento de Abreu,bento de abreu,2640,muito_pequeno_ate_10k,
3506300,SP,Sudeste,35,06300,Bernardino de Campos,bernardino de campos,11881,pequeno_10k_50k,
3506359,SP,Sudeste,35,06359,Bertioga,bertioga,67436,medio_50k_100k,
3506409,SP,Sudeste,35,06409,Bilac,bilac,7464,muito_pequeno_ate_10k,
3506508,SP,Sudeste,35,06508,Birigui,birigui,123340,grande_acima_100k,
3506607,SP,Sudeste,35,06607,Biritiba Mirim,biritiba mirim,30564,pequeno_10k_50k,
3506706,SP,Sudeste,35,06706,Boa Esperança do Sul,boa esperanca do sul,13113,pequeno_10k_50k,
3506805,SP,Sudeste,35,06805,Bocaina,bocaina,11480,pequeno_10k_50k,
3506904,SP,Sudeste,35,06904,Bofete,bofete,10710,pequeno_10k_50k,
3507001,SP,Sudeste,35,07001,Boituva,boituva,63850,medio_50k_100k,
3507100,SP,Sudeste,35,07100,Bom Jesus dos Perdões,bom jesus dos perdoes,22579,pequeno_10k_50k,
3507159,SP,Sudeste,35,07159,Bom Sucesso de Itararé,bom sucesso de itarare,3609,muito_pequeno_ate_10k,
3507209,SP,Sudeste,35,07209,Borá,bora,932,muito_pequeno_ate_10k,
3507308,SP,Sudeste,35,07308,Boracéia,boraceia,4838,muito_pequeno_ate_10k,
3507407,SP,Sudeste,35,07407,Borborema,borborema,14405,pequeno_10k_50k,
3507456,SP,Sudeste,35,07456,Borebi,borebi,2801,muito_pequeno_ate_10k,
3507506,SP,Sudeste,35,07506,Botucatu,botucatu,151053,grande_acima_100k,
3507605,SP,Sudeste,35,07605,Bragança Paulista,braganca paulista,185688,grande_acima_100k,
3507704,SP,Sudeste,35,07704,Braúna,brauna,5477,muito_pequeno_ate_10k,
3507753,SP,Sudeste,35,07753,Brejo Alegre,brejo alegre,2605,muito_pequeno_ate_10k,
3507803,SP,Sudeste,35,07803,Brodowski,brodowski,26314,pequeno_10k_50k,
3507902,SP,Sudeste,35,07902,Brotas,brotas,24501,pequeno_10k_50k,
3508009,SP,Sudeste,35,08009,Buri,buri,20731,pequeno_10k_50k,
3508108,SP,Sudeste,35,08108,Buritama,buritama,17658,pequeno_10k_50k,
3508207,SP,Sudeste,35,08207,Buritizal,buritizal,4458,muito_pequeno_ate_10k,
3508306,SP,Sudeste,35,08306,Cabrália Paulista,cabralia paulista,4360,muito_pequeno_ate_10k,
3508405,SP,Sudeste,35,08405,Cabreúva,cabreuva,48654,pequeno_10k_50k,
3508504,SP,Sudeste,35,08504,Caçapava,cacapava,100071,grande_acima_100k,
3508603,SP,Sudeste,35,08603,Cachoeira Paulista,cachoeira paulista,32534,pequeno_10k_50k,
3508702,SP,Sudeste,35,08702,Caconde,caconde,17228,pequeno_10k_50k,
3508801,SP,Sudeste,35,08801,Cafelândia,cafelandia,16907,pequeno_10k_50k,
3508900,SP,Sudeste,35,08900,Caiabu,caiabu,3726,muito_pequeno_ate_10k,
3509007,SP,Sudeste,35,09007,Caieiras,caieiras,98549,medio_50k_100k,
3509106,SP,Sudeste,35,09106,Caiuá,caiua,5599,muito_pequeno_ate_10k,
3509205,SP,Sudeste,35,09205,Cajamar,cajamar,98365,medio_50k_100k,
